796,"Hendrik Potgieter Airport","Bothaville","South Africa",\N,"FABO",-27.36680030822754,26.629199981689453,4236,2,"U","Africa/Johannesburg","airport","OurAirports"
797,"Cape Town International Airport","Cape Town","South Africa","CPT","FACT",-33.9648017883,18.6016998291,151,2,"U","Africa/Johannesburg","airport","OurAirports"
798,"Calvinia Airport","Calvinia","South Africa",\N,"FACV",-31.50029945373535,19.725900650024414,3250,2,"U","Africa/Johannesburg","airport","OurAirports"
3314,"Tengah Air Base","Tengah","Singapore","TGA","WSAT",1.38725996017,103.708999634,50,8,"N","Asia/Singapore","airport","OurAirports"
3315,"Seletar Airport","Singapore","Singapore","XSP","WSSL",1.416949987411499,103.86799621582031,36,8,"N","Asia/Singapore","airport","OurAirports"
3316,"Singapore Changi Airport","Singapore","Singapore","SIN","WSSS",1.35019,103.994003,22,8,"N","Asia/Singapore","airport","OurAirports"
3317,"Brisbane Archerfield Airport","Brisbane","Australia","ACF","YBAF",-27.5702991486,153.007995605,63,10,"O","Australia/Brisbane","airport","OurAirports"
2358,"Kastner Army Heliport","Zama","Japan",\N,"RJTR",35.5138015747,139.393997192,360,9,"U","Asia/Tokyo","airport","OurAirports"
2359,"Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT",35.552299,139.779999,35,9,"U","Asia/Tokyo","airport","OurAirports"
2360,"Yokota Air Base","Yokota","Japan","OKO","RJTY",35.74850082397461,139.34800720214844,463,9,"U","Asia/Tokyo","airport","OurAirports"
420,"Helsinki Malmi Airport","Helsinki","Finland","HEM","EFHF",60.254600524902344,25.042800903320312,57,2,"E","Europe/Helsinki","airport","OurAirports"
421,"Helsinki Vantaa Airport","Helsinki","Finland","HEL","EFHK",60.317199707031,24.963300704956,179,2,"E","Europe/Helsinki","airport","OurAirports"
422,"Hameenkyro Airport","Hameenkyro","Finland",\N,"EFHM",61.689701080322266,23.073699951171875,449,2,"E","Europe/Helsinki","airport","OurAirports"
